food_category,food_item,supply_intake,unit,data_from,food_origin,supplier,date_reported,price_this_morning
Marine fish,-,1636,(picul),(Yesterday),-,Fish Marketing Organization,29/4/2017,NA
Freshwater fish,-,2350,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,29/4/2017,NA
Vegetables,-,4164,(picul),(Yesterday),-,Vegetable Marketing Organization,29/4/2017,NA
Vegetables,-,12095,(picul),(Yesterday),-,Government Wholesale Markets,29/4/2017,NA
Eggs,-,4440000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,29/4/2017,NA
Livestock / Poultry,Live pig,3682,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,30/4/2017,NA
Livestock / Poultry,Live pig,277,(head),(Yesterday),Local,Food and Environmental Hygiene Department,30/4/2017,NA
Livestock / Poultry,Live cattle,55,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,30/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,30/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,30/4/2017,NA
Livestock / Poultry,Live chicken,13350,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,30/4/2017,NA
Marine fish,-,1497,(picul),(Yesterday),-,Fish Marketing Organization,30/4/2017,NA
Freshwater fish,-,2336,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,30/4/2017,NA
Vegetables,-,4104,(picul),(Yesterday),-,Vegetable Marketing Organization,30/4/2017,NA
Vegetables,-,10395,(picul),(Yesterday),-,Government Wholesale Markets,30/4/2017,NA
Eggs,-,3020000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,30/4/2017,NA
Livestock / Poultry,Live pig,3612,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,1/5/2017,NA
Livestock / Poultry,Live pig,285,(head),(Yesterday),Local,Food and Environmental Hygiene Department,1/5/2017,NA
Livestock / Poultry,Live cattle,57,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,1/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,1/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,1/5/2017,NA
Livestock / Poultry,Live chicken,10830,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,1/5/2017,NA
Marine fish,-,1691,(picul),(Yesterday),-,Fish Marketing Organization,1/5/2017,NA
Freshwater fish,-,2749,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,1/5/2017,NA
Vegetables,-,3757,(picul),(Yesterday),-,Vegetable Marketing Organization,1/5/2017,NA
Vegetables,-,7788,(picul),(Yesterday),-,Government Wholesale Markets,1/5/2017,NA
Eggs,-,0,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,1/5/2017,NA
Livestock / Poultry,Live pig,3563,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,2/5/2017,NA
Livestock / Poultry,Live pig,283,(head),(Yesterday),Local,Food and Environmental Hygiene Department,2/5/2017,NA
Livestock / Poultry,Live cattle,43,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,2/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,2/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,2/5/2017,NA
Livestock / Poultry,Live chicken,11436,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,2/5/2017,NA
Marine fish,-,1690,(picul),(Yesterday),-,Fish Marketing Organization,2/5/2017,NA
Freshwater fish,-,2388,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,2/5/2017,NA
Vegetables,-,4037,(picul),(Yesterday),-,Vegetable Marketing Organization,2/5/2017,NA
Vegetables,-,11814,(picul),(Yesterday),-,Government Wholesale Markets,2/5/2017,NA
Eggs,-,520000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,2/5/2017,NA
Livestock / Poultry,Live pig,3502,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,3/5/2017,NA
Livestock / Poultry,Live pig,280,(head),(Yesterday),Local,Food and Environmental Hygiene Department,3/5/2017,NA
Livestock / Poultry,Live cattle,79,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,3/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,3/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,3/5/2017,NA
Livestock / Poultry,Live chicken,10450,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,3/5/2017,NA
Marine fish,-,Rest Day,(picul),(Yesterday),-,Fish Marketing Organization,3/5/2017,NA
Freshwater fish,-,2324,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,3/5/2017,NA
Vegetables,-,4255,(picul),(Yesterday),-,Vegetable Marketing Organization,3/5/2017,NA
Vegetables,-,11187,(picul),(Yesterday),-,Government Wholesale Markets,3/5/2017,NA
Eggs,-,6120000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,3/5/2017,NA
Livestock / Poultry,Live pig,3683,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,4/5/2017,NA
Livestock / Poultry,Live pig,267,(head),(Yesterday),Local,Food and Environmental Hygiene Department,4/5/2017,NA
Livestock / Poultry,Live cattle,18,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,4/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,4/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,4/5/2017,NA
Livestock / Poultry,Live chicken,11050,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,4/5/2017,NA
Marine fish,-,3236,(picul),(Yesterday),-,Fish Marketing Organization,4/5/2017,NA
Freshwater fish,-,2467,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,4/5/2017,NA
Vegetables,-,4141,(picul),(Yesterday),-,Vegetable Marketing Organization,4/5/2017,NA
Vegetables,-,11616,(picul),(Yesterday),-,Government Wholesale Markets,4/5/2017,NA
Eggs,-,4800000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,4/5/2017,NA
Livestock / Poultry,Live pig,3839,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,5/5/2017,NA
Livestock / Poultry,Live pig,296,(head),(Yesterday),Local,Food and Environmental Hygiene Department,5/5/2017,NA
Livestock / Poultry,Live cattle,58,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,5/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,5/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,5/5/2017,NA
Livestock / Poultry,Live chicken,11711,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,5/5/2017,NA
Marine fish,-,1630,(picul),(Yesterday),-,Fish Marketing Organization,5/5/2017,NA
Freshwater fish,-,2455,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,5/5/2017,NA
Vegetables,-,4458,(picul),(Yesterday),-,Vegetable Marketing Organization,5/5/2017,NA
Vegetables,-,11880,(picul),(Yesterday),-,Government Wholesale Markets,5/5/2017,NA
Eggs,-,4840000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,5/5/2017,NA
Livestock / Poultry,Live pig,3990,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,6/5/2017,NA
Livestock / Poultry,Live pig,273,(head),(Yesterday),Local,Food and Environmental Hygiene Department,6/5/2017,NA
Livestock / Poultry,Live cattle,63,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,6/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,6/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,6/5/2017,NA
Livestock / Poultry,Live chicken,14372,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,6/5/2017,NA
Marine fish,-,1560,(picul),(Yesterday),-,Fish Marketing Organization,6/5/2017,NA
Freshwater fish,-,2512,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,6/5/2017,NA
Vegetables,-,4386,(picul),(Yesterday),-,Vegetable Marketing Organization,6/5/2017,NA
Vegetables,-,11088,(picul),(Yesterday),-,Government Wholesale Markets,6/5/2017,NA
Eggs,-,4880000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,6/5/2017,NA
Livestock / Poultry,Live pig,3757,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,7/5/2017,NA
Livestock / Poultry,Live pig,316,(head),(Yesterday),Local,Food and Environmental Hygiene Department,7/5/2017,NA
Livestock / Poultry,Live cattle,57,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,7/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,7/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,7/5/2017,NA
Livestock / Poultry,Live chicken,13250,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,7/5/2017,NA
Marine fish,-,1077,(picul),(Yesterday),-,Fish Marketing Organization,7/5/2017,NA
Freshwater fish,-,1827,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,7/5/2017,NA
Vegetables,-,4484,(picul),(Yesterday),-,Vegetable Marketing Organization,7/5/2017,NA
Vegetables,-,10643,(picul),(Yesterday),-,Government Wholesale Markets,7/5/2017,NA
Eggs,-,2280000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,7/5/2017,NA
Livestock / Poultry,Live pig,4609,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,8/5/2017,NA
Livestock / Poultry,Live pig,332,(head),(Yesterday),Local,Food and Environmental Hygiene Department,8/5/2017,NA
Livestock / Poultry,Live cattle,17,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,8/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,8/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,8/5/2017,NA
Livestock / Poultry,Live chicken,13920,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,8/5/2017,NA
Marine fish,-,1906,(picul),(Yesterday),-,Fish Marketing Organization,8/5/2017,NA
Freshwater fish,-,2365,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,8/5/2017,NA
Vegetables,-,4187,(picul),(Yesterday),-,Vegetable Marketing Organization,8/5/2017,NA
Vegetables,-,9158,(picul),(Yesterday),-,Government Wholesale Markets,8/5/2017,NA
Eggs,-,0,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,8/5/2017,NA
Livestock / Poultry,Live pig,4550,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,9/5/2017,NA
Livestock / Poultry,Live pig,309,(head),(Yesterday),Local,Food and Environmental Hygiene Department,9/5/2017,NA
Livestock / Poultry,Live cattle,58,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,9/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,9/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,9/5/2017,NA
Livestock / Poultry,Live chicken,12950,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,9/5/2017,NA
Marine fish,-,1740,(picul),(Yesterday),-,Fish Marketing Organization,9/5/2017,NA
Freshwater fish,-,2591,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,9/5/2017,NA
Vegetables,-,4932,(picul),(Yesterday),-,Vegetable Marketing Organization,9/5/2017,NA
Vegetables,-,11732,(picul),(Yesterday),-,Government Wholesale Markets,9/5/2017,NA
Eggs,-,3720000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,9/5/2017,NA
Livestock / Poultry,Live pig,4219,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,10/5/2017,NA
Livestock / Poultry,Live pig,318,(head),(Yesterday),Local,Food and Environmental Hygiene Department,10/5/2017,NA
Livestock / Poultry,Live cattle,51,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,10/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,10/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,10/5/2017,NA
Livestock / Poultry,Live chicken,10930,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,10/5/2017,NA
Marine fish,-,1617,(picul),(Yesterday),-,Fish Marketing Organization,10/5/2017,NA
Freshwater fish,-,2528,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,10/5/2017,NA
Vegetables,-,4986,(picul),(Yesterday),-,Vegetable Marketing Organization,10/5/2017,NA
Vegetables,-,11352,(picul),(Yesterday),-,Government Wholesale Markets,10/5/2017,NA
Eggs,-,4240000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,10/5/2017,NA
Livestock / Poultry,Live pig,4276,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,11/5/2017,NA
Livestock / Poultry,Live pig,327,(head),(Yesterday),Local,Food and Environmental Hygiene Department,11/5/2017,NA
Livestock / Poultry,Live cattle,59,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,11/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,11/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,11/5/2017,NA
Livestock / Poultry,Live chicken,12007,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,11/5/2017,NA
Marine fish,-,1654,(picul),(Yesterday),-,Fish Marketing Organization,11/5/2017,NA
Freshwater fish,-,2456,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,11/5/2017,NA
Vegetables,-,4631,(picul),(Yesterday),-,Vegetable Marketing Organization,11/5/2017,NA
Vegetables,-,10874,(picul),(Yesterday),-,Government Wholesale Markets,11/5/2017,NA
Eggs,-,2450000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,11/5/2017,NA
Livestock / Poultry,Live pig,3848,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,12/5/2017,NA
Livestock / Poultry,Live pig,225,(head),(Yesterday),Local,Food and Environmental Hygiene Department,12/5/2017,NA
Livestock / Poultry,Live cattle,13,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,12/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,12/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,12/5/2017,NA
Livestock / Poultry,Live chicken,12200,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,12/5/2017,NA
Marine fish,-,1592,(picul),(Yesterday),-,Fish Marketing Organization,12/5/2017,NA
Freshwater fish,-,2330,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,12/5/2017,NA
Vegetables,-,4881,(picul),(Yesterday),-,Vegetable Marketing Organization,12/5/2017,NA
Vegetables,-,11682,(picul),(Yesterday),-,Government Wholesale Markets,12/5/2017,NA
Eggs,-,3720000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,12/5/2017,NA
Livestock / Poultry,Live pig,3625,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,13/5/2017,NA
Livestock / Poultry,Live pig,267,(head),(Yesterday),Local,Food and Environmental Hygiene Department,13/5/2017,NA
Livestock / Poultry,Live cattle,57,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,13/5/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,13/5/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,13/5/2017,NA
Livestock / Poultry,Live chicken,12195,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,13/5/2017,NA
Marine fish,-,1388,(picul),(Yesterday),-,Fish Marketing Organization,13/5/2017,NA
Freshwater fish,-,2344,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,13/5/2017,NA
Vegetables,-,4436,(picul),(Yesterday),-,Vegetable Marketing Organization,13/5/2017,NA
